species_guid,record_guid,scientific_name,host_range,potential_eco_desc,description,management_info,remark,reference_id,reference_name,page,author,created_time,editor,update_time,id
d7815b53-c892-4409-9465-29ae2f0e7703,401f43c0-e90b-4005-be51-ef77694311fe,Solanum torvum,"As a perennial species, S. torvum is unable to survive to maturity in annual crops and, as such, is most commonly a weed in perennial crops. In pastures it can be a major nuisance as it is woody, prickly and probably both unpalatable and poisonous. It is","S. torvum is an invasive weed of pastures, roadsides and open native vegetation, and is occasionally found in cassava and other perennial crops in which it is not exposed to cultivation. It has been suggested that the plants are poisonous to stock, but no conclusive evidence is available.^p^pS. torvum is relatively resistant to Meloidogyne spp., and is used as a rootstock for grafting tomatoes in susceptible areas (Shetty and Reddy, 1985). It is also resistant to Pseudomonas solanacearum (Hebert, 1985) and phomopsis fruit rot of aubergine (Datar and Ashtaputre, 1988).^p^pThe species is a natural host for many insects and pathogens (see Natural Enemies section).",,,,7000,CPC2006,,CPC2006,2008-07-11 10:54:00.000,,,
d7815b53-c892-4409-9465-29ae2f0e7703,fa37805e-c8f9-4d4e-9a84-c9da70f7b4be,Solanum torvum,,,,"Cultural Control^p^pSeedlings may be hand pulled when the soil is wet, otherwise the plants need to be dug or grubbed out to remove the upper root from the soil either by hand or mechanical cultivation.^p^pChemical Control^p^pSeedlings can be controlled in pasture with 2,4-D (Henty and Pritchard, 1975; Chadhokar, 1976). Australian registrations for the control of S. torvum are restricted to 2,4-D + picloram (Hamilton, 1997).^p^pBiological Control^p^pNo work has been attempted to establish biological control agents for S. torvum, since it is too closely related to many useful crops and ornamentals.",,7000,CPC2006,,CPC2006,2008-07-10 16:38:00.000,,,
f5b56acb-e6c0-4911-9e90-8d8340dc4884,c7bb5107-33a5-48af-9442-7cda45a19141,Digitaria abyssinica,"D. abyssinica is a weed of many crops, including large- and small-grain cereals, fibres (cotton, flax and sisal), tree crops (coffee, forestry nurseries, tea and wattle) and plantation crops including pineapple, pyrethrum and sugarcane.	","D. abyssinica is the most troublesome weed in the crops of Ethiopia, Kenya, Uganda and Tanzania (Ivens, 1989). It is reported as the most important weed of coffee in Kenya and of cotton in Uganda (Holm et al., 1977). The growth and yield of crops is greatly reduced in the presence of D. abyssinica. Heavy infestations can kill coffee bushes (Ivens, 1989), reduce sisal yields by 2 t/ha (Richardson, 1965) and cotton yields by 50% (Prentice, 1957). This may be caused, in part, by toxins released from the roots of D. abyssinica which have an allelopathic effect on the crop (Wallis, 1959). Serious mechanical damage can occur when trying to remove rhizomes entwined in crop roots.",,,,7000,CPC2006,,CPC2006,2008-07-11 10:54:00.000,,,
f5b56acb-e6c0-4911-9e90-8d8340dc4884,57a16440-cf82-436c-a64a-169561f1585c,Digitaria abyssinica,,,,"Mechanical Control^p^pA forked hoe will remove many rhizomes, however, this method is very labour intensive and total eradication of all viable fragments left in the soil is virtually impossible (Terry, 1974). Where high densities of D. abyssinica are present, ploughing with draught animals is impeded. The increased traction can cause injury to the shoulders of draught animals. Mechanical tillage with tractors can expose rhizomes to desiccation on the soil surface, but can also spread the fragmented rhizomes. In laboratory conditions, desiccation of rhizomes for four days at temperatures of 7°C to 27°C led to complete kill (Mshiu, 1978). Field trials with cover crops have shown that noug (Guizotia abyssinica) and linseed (Linum usitatissimum) considerably suppress D. abyssinica in coffee with no significant effect on the crop (Dubale, 1987). Rotation with noug (Guizota abyssinica) is also regarded as a useful control measure in Ethiopia.^p^pChemical Control^p^pHerbicides that have been tested and used against D. abyssinica include alloxydim, amitrole, asulam, butylate, dalapon, glufosinate-ammonium, glyphosate, haloxyfop, hexazinone, metribuzin, MSMA, sethoxydim, sulfosate (glyphosate-trimesium) and TCA - sodium. Dalapon was a standard treatment to young foliage (Ivens, 1989) but this has largely been superseded by glyphosate (Terry, 1974; Baguma et al., 1995).",,7000,CPC2006,,CPC2006,2008-07-10 16:38:00.000,,,
53317adf-4d45-4366-9d3c-791706e42a83,f32b7ab3-817a-4c93-b58f-a0b41115c8cf,Coffee ringspot dichorhavirus,,"CoRSV is present in the main coffee-growing states of Brazil. The disease has not been of major importance since 1938 when it was first detected. However, in important coffee-growing regions of Minas Gerais State, 80-100% plantations were affected with this disease resulting in 20% yield losses (Figueira, 1995). The severity of the disease was attributed to ecological disturbances associated with expanding coffee areas and chemical pest control favouring the vector. Mutation of the virus is another possibility (Figueira, 1995).	",,,,7000,CPC2006,,CPC2006,2008-07-11 10:54:00.000,,,
53317adf-4d45-4366-9d3c-791706e42a83,9176ad07-0333-4c3b-a726-e669816026d8,Coffee ringspot dichorhavirus,,,"Incidence^p^pIn the Philippines, Reyes (1961) reported 8.7% seed transmission in Coffea excelsa [C. liberica] and Valdez (1966) found 16.9% in C. liberica and 25.7% in C. arabica.^p^pPathogen Transmission^p^pIn the Philippines, Reyes (1961) reported 8.7% seed transmission in C. excelsa [C. liberica] and Valdez (1966) found 16.9% in C. excelsa [C. liberica] and 25.7% in C. arabica. Nevertheless, seed transmission in Brazil proved negative; of 1149 C. arabica seedlings from affected coffee berries, none showed symptoms 18 months after sowing (Chagas, 1978). This confirmed what Silberschmidt and Bitancourt (1965) had reported previously in Brazil that the disease was not seedborne.",,,7000,CPC2006,,CPC2006,2008-07-10 18:38:00.000,,,
53317adf-4d45-4366-9d3c-791706e42a83,10fd14b3-9f0c-456d-b3d1-fa2c19e95c08,Coffee ringspot dichorhavirus,,,,,"RISK CRITERIA 		CATEGORY^p^pECONOMIC IMPORTANCE	Low^pDISTRIBUTION		Philippines, Brazil, Costa Rica^pSEEDBORNE INCIDENCE	Disputed^pSEED TRANSMITTED	No^pSEED TREATMENT	None^p		",7000,CPC2006,,CPC2006,2008-07-10 17:56:15.960,,,
53317adf-4d45-4366-9d3c-791706e42a83,f69e5250-4fc0-4636-a68f-69906a94541c,Coffee ringspot dichorhavirus,,,,"So far, no control of coffee ringspot has been employed as the disease has not been considered significant. Nevertheless, this disease poses a phytosanitary risk (see Phytosanitary Risk). As CoRSV is not seedborne, proper seed selection is a desirable step towards limiting the spread of the disease. Coffee growers in Brazil select seeds from their own trees, or use certified seeds from coffee research stations.^p^pThere is no phytosanitary regulation specifically against CoRSV (in Brazil). Strict quarantine and regulatory control will be necessary to limit spread if the disease becomes a serious problem in the future. Countries (and parts of any one country) free of this disease presently could apply phytosanitary control methods to protect their coffee cultivation. This will be mainly in the form of preventing importation of coffee plants and plant parts from countries (or parts of any one country) where the disease is endemic.",,7000,CPC2006,,CPC2006,2008-07-10 16:38:00.000,,,
53317adf-4d45-4366-9d3c-791706e42a83,f6ed8d87-d2ce-4ac7-993a-a0050bf979c6,Coffee ringspot dichorhavirus,,,"咖啡环斑病毒(CoRSV)自然地通过紫红短须螨（Brevipalpus phoenicis）传播，它是一种在干燥的月份大量繁殖的杂食性螨虫(Oliveira, 1986)。到目前为止，不同的虫龄传播CoRSV的效力是未知的，虽然成虫非常的有效(Chagas, 1973, 1978)；个别地传播到咖啡幼苗中去的带病毒的雌性螨虫能以24.24％的比率传播该病害，但不能通过卵巢传播(Chagas, 1978)。咖啡环斑的散布机制由通过风和植物运输分散的媒介的散布机制所决定。此外，咖啡植物和其他的媒介的多年生寄主生产叶片。
在菲律宾，Valdez (1966)发现在埃塞尔萨咖啡（C. excelsa） 中16.9％以及阿拉伯咖啡（C. arabica）中25.7％的种子传播比率。然而，在巴西种子传播被否定的证明；来自感染咖啡干种子的1149棵阿拉伯咖啡（C. arabica）幼苗中，在播种后的18个月后没有一棵显示症状(Chagas, 1978)。这证实了Silberschmidt and Bitancourt (1965)先前在巴西说该病害不是种传的报道。
超微结构的研究指出：咖啡环斑是一个非系统性病害(Kitajima et al., 1972; Chagas, 1980)。这事实排除了该病害种传的情况。在菲律宾，在来自感染树木的幼苗上的症状从5个月到1年和九个月中出现，这是一段允许可能媒介传播的相当长的时期。如果媒介是在巴西发现的同一个螨虫品种，那种传应该在菲律宾作检查。 Coffee rinsgspot virus (CoRSV) is naturally transmitted by the false spider mite Brevipalpus phoenicis, a polyphagous mite which multiplies profusely in dry months (Oliveira, 1986). To date, the effectiveness of different instars in transmitting CoRSV is unknown, although adults are fairly efficient (Chagas, 1973, 1978); viruliferous female mites, individually transferred to coffee seedlings, could transmit the disease at a rate of 24.24% but were unable to transmit it transovarially (Chagas, 1978). The dispersal mechanism of coffee ringspot depends on that of the vector which is generally dispersed by winds and by plant transportation. Furthermore, coffee plants and other perennial hosts of the vector bear leaves.
In the Philippines, Valdez (1966) found 16.9% seed transmission in C. excelsa and 25.7% in C. arabica. Nevertheless, seed transmission in Brazil proved negative; none of the 1149 C. arabica seedlings from affected coffee berries showed symptoms l8 months after sowing (Chagas, 1978). This confirmed what Silberschmidt and Bitancourt (1965) had reported previously in Brazil, that the disease was not seedborne.
Ultrastructural studies indicated that coffee ringspot is a non-systemic disease (Kitajima et al., 1972; Chagas, 1980). This fact strongly precludes a seedborne condition of the disease. The symptoms on seedlings from infected trees in the Philippines appeared from 5 months to 1 year and 9 months, a sufficiently long period which could permit possible vector transmission. If the vector is the same mite species as that found in Brazil, seed transmission should be reviewed in the Philippines.",,,3026,Coffee ringspot virus,,zhangjianjun,,,,
53317adf-4d45-4366-9d3c-791706e42a83,7a098b57-aef1-4be3-b203-c78563c2f3df,Coffee ringspot dichorhavirus,,"在菲律宾，Reyes (1961)报道了在埃塞尔萨咖啡（Coffea excelsa [C. liberica]）上8.7％的种子传播比率，Valdez (1966)发现了大果咖啡（C. liberica）上16.9％以及在阿拉伯咖啡（C. arabica）上25.7％的传播比率。 In the Philippines, Reyes (1961) reported 8.7% seed transmission in Coffea excelsa [C. liberica] and Valdez (1966) found 16.9% in C. liberica and 25.7% in C. arabica. CoRSV存在于巴西的主要的咖啡种植州。该病害自1938年被首次发现后没有很大的重要性。然而，在米纳斯吉拉斯重要的咖啡种植地区中，80-100％的种植园受到该病害的影响，导致20％的产量损失(Figueira, 1995)。该病害的严重性是由于扩大的咖啡区域的生态的干扰以及适合媒介生长的害虫的化学防治。该病毒的突变是另一个可能性(Figueira, 1995)。 CoRSV is present in the main coffee-growing states of Brazil. The disease has not been of major importance since 1938 when it was first detected. However, in important coffee-growing regions of Minas Gerais State, 80-100% plantations were affected with this disease resulting in 20% yield losses (Figueira, 1995). The severity of the disease was attributed to ecological disturbances associated with expanding coffee areas and chemical pest control favouring the vector. Mutation of the virus is another possibility (Figueira, 1995).",,,,3026,Coffee ringspot virus,,zhangjianjun,,,,
53317adf-4d45-4366-9d3c-791706e42a83,d2075e33-627d-4375-9161-51cc468e8b2a,Coffee ringspot dichorhavirus,,,,"到目前为止，没有咖啡环斑的防治被应用，因为该病害不被认为有重要性。然而，这病害具有一个植物检疫的危险（见植物检疫危险）。因为CoRSV不是种传的，所以适当的种子挑选对限制该病害传播是一个理想的方法。巴西咖啡种植者从他们自己的树木中挑选种子，或使用来自咖啡研究机构的经鉴定的种子。
没有针对CoRSV有特定的植物检疫规程（在巴西）。如果该病害在将来成为了一个重大的问题，那就需要有严格的检疫和常规的防治来限制病害的传播。目前没有这病害的国家（和任何一个国家的一些地区）可通过应用植物检疫防治方法来保护他们的咖啡栽培。这主要是以防止咖啡植物和植物部分从该病害在当地是地方性病害的国家（和任何一个国家的一些地区）的进口的这种形式。 So far, no control of coffee ringspot has been employed as the disease has not been considered significant. Nevertheless, this disease poses a phytosanitary risk (see Phytosanitary Risk). As CoRSV is not seedborne, proper seed selection is a desirable step towards limiting the spread of the disease. Coffee growers in Brazil select seeds from their own trees, or use certified seeds from coffee research stations.
There is no phytosanitary regulation specifically against CoRSV (in Brazil). Strict quarantine and regulatory control will be necessary to limit spread if the disease becomes a serious problem in the future. Countries (and parts of any one country) free of this disease presently could apply phytosanitary control methods to protect their coffee cultivation. This will be mainly in the form of preventing importation of coffee plants and plant parts from countries (or parts of any one country) where the disease is endemic.",,3026,Coffee ringspot virus,,zhangjianjun,,,,
